,Type,Episodes,Rating,Start_season,Score
2831,Movie,1,PG-13 - Teens 13 or older,Fall,6.07
2833,Movie,1,PG-13 - Teens 13 or older,Winter,6.03
2834,OVA,3,R+ - Mild Nudity,Summer,7.09
2835,TV,34,PG - Children,Fall,7.17
2836,OVA,1,PG-13 - Teens 13 or older,Summer,5.65
2837,TV,49,PG - Children,Spring,6.51
2838,TV,94,G - All Ages,Fall,6.45
2839,TV,47,G - All Ages,Fall,6.13
2840,TV,26,G - All Ages,Fall,6.24
2841,OVA,1,PG-13 - Teens 13 or older,Winter,6.08
2843,TV,109,G - All Ages,Spring,7.04
2844,Special,1,PG-13 - Teens 13 or older,Summer,7.07
2846,TV,13,PG-13 - Teens 13 or older,Winter,6.43
2847,Movie,1,PG-13 - Teens 13 or older,Summer,6.25
2848,TV,26,PG-13 - Teens 13 or older,Spring,6.15
2849,OVA,1,PG-13 - Teens 13 or older,Fall,5.78
2850,Movie,1,PG-13 - Teens 13 or older,Summer,6.11
2851,OVA,3,PG-13 - Teens 13 or older,Fall,6.42
2852,Movie,1,G - All Ages,Spring,6.09
2854,TV,95,PG-13 - Teens 13 or older,Summer,6.56
2856,TV,49,G - All Ages,Winter,6.89
2858,Special,2,PG-13 - Teens 13 or older,Fall,7.54
2859,TV,12,R - 17+ (violence & profanity),Winter,6.36
2860,ONA,6,PG-13 - Teens 13 or older,Summer,8.08
2861,OVA,2,Rx - Hentai,Fall,6.52
2862,Special,2,PG-13 - Teens 13 or older,Summer,6.95
2864,TV,26,PG-13 - Teens 13 or older,Spring,5.92
2866,TV,52,G - All Ages,Fall,6.361702127659575
2867,TV,5,PG - Children,Spring,6.62
2870,Movie,1,G - All Ages,Winter,7.01
2872,Movie,1,PG-13 - Teens 13 or older,Fall,5.8
2873,TV,52,PG-13 - Teens 13 or older,Fall,6.62
2874,TV,26,G - All Ages,Winter,6.29
2875,TV,30,G - All Ages,Fall,6.75
2876,TV,39,G - All Ages,Winter,7.39
2881,OVA,2,R+ - Mild Nudity,Fall,7.01
2882,OVA,2,Rx - Hentai,Spring,5.52
2883,TV,35,PG-13 - Teens 13 or older,Summer,7.33
2884,OVA,1,G - All Ages,Summer,6.03
2886,OVA,2,PG-13 - Teens 13 or older,Spring,7.09
2887,Special,1,G - All Ages,Fall,7.11
2888,Movie,1,Rx - Hentai,Spring,7.13
2889,Special,1,PG-13 - Teens 13 or older,Summer,7.14
2891,Movie,1,PG-13 - Teens 13 or older,Summer,7.13
2892,TV,13,PG-13 - Teens 13 or older,Winter,7.35
2893,TV,26,PG-13 - Teens 13 or older,Winter,8.24
2895,TV,13,R - 17+ (violence & profanity),Winter,7.93
2896,TV,13,R+ - Mild Nudity,Winter,7.18
2897,TV,12,PG-13 - Teens 13 or older,Spring,7.19
2898,TV,13,R - 17+ (violence & profanity),Winter,7.16
2899,Special,2,PG-13 - Teens 13 or older,Summer,6.43
2902,OVA,38,Rx - Hentai,Summer,6.28
2904,Special,2,PG-13 - Teens 13 or older,Fall,7.27
2906,Special,5,PG-13 - Teens 13 or older,Summer,6.85
2908,TV,50,PG - Children,Fall,5.907894736842105
2911,OVA,12,R - 17+ (violence & profanity),Fall,7.28
2912,Movie,1,PG-13 - Teens 13 or older,Summer,5.91
2915,Special,3,PG-13 - Teens 13 or older,Fall,6.59
2916,Special,1,PG-13 - Teens 13 or older,Fall,6.95
2918,OVA,3,R+ - Mild Nudity,Winter,7.39
2919,Movie,1,PG-13 - Teens 13 or older,Winter,7.14
2920,TV,13,PG-13 - Teens 13 or older,Fall,7.12
2921,TV,39,PG - Children,Spring,6.67
2922,TV,137,PG-13 - Teens 13 or older,Spring,7.22
2923,Movie,1,PG-13 - Teens 13 or older,Summer,6.33
2924,Movie,1,PG-13 - Teens 13 or older,Fall,6.19
2925,Movie,1,PG-13 - Teens 13 or older,Winter,6.13
2926,Movie,1,PG-13 - Teens 13 or older,Summer,6.18
2927,Movie,1,PG-13 - Teens 13 or older,Fall,6.0
2928,Movie,1,PG-13 - Teens 13 or older,Winter,6.2
2929,Movie,1,PG-13 - Teens 13 or older,Fall,6.11
2930,Special,1,PG-13 - Teens 13 or older,Summer,6.35
2931,TV,46,PG-13 - Teens 13 or older,Fall,6.71
2932,TV,94,G - All Ages,Winter,6.3
2936,TV,23,G - All Ages,Fall,5.907801418439717
2937,Special,6,PG-13 - Teens 13 or older,Summer,7.32
2939,TV,60,G - All Ages,Winter,6.6
2940,TV,13,G - All Ages,Winter,8.53
2941,TV,10,PG-13 - Teens 13 or older,Winter,7.16
2942,TV,12,PG-13 - Teens 13 or older,Winter,7.06
2947,TV,40,PG - Children,Summer,7.08
2948,OVA,1,R+ - Mild Nudity,Fall,4.98
2952,TV,74,PG-13 - Teens 13 or older,Fall,7.0
2953,TV,52,G - All Ages,Spring,6.91
2954,TV,37,PG-13 - Teens 13 or older,Spring,6.28
2955,TV,77,PG - Children,Winter,6.8
2956,OVA,4,PG-13 - Teens 13 or older,Fall,6.95
2957,OVA,1,PG-13 - Teens 13 or older,Winter,5.33
2958,TV,24,PG-13 - Teens 13 or older,Spring,7.22
2959,OVA,1,R+ - Mild Nudity,Winter,6.34
2961,TV,48,G - All Ages,Winter,6.53
2962,Movie,1,PG-13 - Teens 13 or older,Fall,6.71
2963,TV,26,PG-13 - Teens 13 or older,Spring,7.12
2964,OVA,1,R+ - Mild Nudity,Winter,5.62
2965,OVA,5,Rx - Hentai,Winter,6.09
2966,TV,35,R+ - Mild Nudity,Spring,7.0
2968,TV,42,PG-13 - Teens 13 or older,Summer,7.16
2970,TV,6,R+ - Mild Nudity,Winter,7.32
2971,TV,30,G - All Ages,Fall,7.19
2972,TV,24,PG-13 - Teens 13 or older,Fall,6.88
2974,Special,1,PG-13 - Teens 13 or older,Winter,7.38
2975,Special,2,PG-13 - Teens 13 or older,Spring,7.05
2977,TV,109,G - All Ages,Winter,6.41
2978,TV,12,PG-13 - Teens 13 or older,Spring,7.38
2979,TV,13,PG-13 - Teens 13 or older,Spring,6.92
2980,TV,26,PG-13 - Teens 13 or older,Spring,6.13
2981,Movie,1,PG - Children,Winter,6.068493150684931
2982,TV,26,R - 17+ (violence & profanity),Spring,7.13
2983,TV,26,PG-13 - Teens 13 or older,Winter,6.58
2985,TV,20,R - 17+ (violence & profanity),Fall,7.52
2987,OVA,24,R+ - Mild Nudity,Winter,8.15
2989,OVA,2,R+ - Mild Nudity,Winter,6.7
2994,Special,10,PG-13 - Teens 13 or older,Winter,6.54
2997,OVA,3,Rx - Hentai,Winter,5.68
2999,TV,72,PG-13 - Teens 13 or older,Spring,6.65
3000,TV,3,PG-13 - Teens 13 or older,Winter,6.54
3001,OVA,3,PG-13 - Teens 13 or older,Spring,5.81
3002,TV,95,R+ - Mild Nudity,Fall,6.22
3005,OVA,1,PG-13 - Teens 13 or older,Fall,6.61
3007,OVA,2,R+ - Mild Nudity,Summer,5.88
3008,TV,64,PG-13 - Teens 13 or older,Fall,6.28
3011,OVA,2,Rx - Hentai,Winter,6.32
3012,Special,9,R+ - Mild Nudity,Summer,6.0
3013,TV,24,R - 17+ (violence & profanity),Spring,6.94
3014,Special,9,G - All Ages,Fall,6.54
3018,TV,50,R+ - Mild Nudity,Fall,7.01
3019,Special,2,PG-13 - Teens 13 or older,Summer,6.94
3020,TV,12,R - 17+ (violence & profanity),Winter,7.49
3021,OVA,1,PG - Children,Fall,7.12
3022,OVA,2,Rx - Hentai,Spring,5.93
3023,TV,52,PG - Children,Winter,6.99
3024,TV,25,G - All Ages,Winter,6.73
3027,Special,1,PG-13 - Teens 13 or older,Fall,5.36
3028,OVA,2,PG-13 - Teens 13 or older,Summer,5.49
3029,TV,51,G - All Ages,Fall,6.91
3030,TV,32,G - All Ages,Spring,6.43
3031,TV,130,PG - Children,Spring,6.07
3032,TV,26,PG-13 - Teens 13 or older,Winter,6.38
3033,TV,127,PG - Children,Spring,6.6
3034,TV,99,G - All Ages,Fall,7.07
3035,TV,49,G - All Ages,Fall,6.7
3038,TV,50,PG-13 - Teens 13 or older,Spring,6.37
3039,Movie,1,R - 17+ (violence & profanity),Fall,7.05
3040,Special,1,PG - Children,Summer,6.96
3041,OVA,4,R+ - Mild Nudity,Fall,6.32
3042,Special,4,PG - Children,Fall,7.49
3046,TV,26,R+ - Mild Nudity,Spring,7.07
3047,ONA,1,PG-13 - Teens 13 or older,Fall,6.85
3048,TV,13,PG-13 - Teens 13 or older,Spring,7.03
3050,TV,26,PG - Children,Fall,6.95
3051,OVA,4,PG-13 - Teens 13 or older,Fall,5.98
3052,OVA,1,G - All Ages,Spring,7.06
3054,TV,12,PG-13 - Teens 13 or older,Fall,6.59
3056,Special,1,PG-13 - Teens 13 or older,Fall,7.6
3057,TV,12,PG-13 - Teens 13 or older,Summer,7.24
3058,Special,7,PG - Children,Spring,7.37
3059,Special,6,PG - Children,Fall,7.34
3060,TV,24,PG-13 - Teens 13 or older,Spring,7.56
3069,OVA,2,PG-13 - Teens 13 or older,Winter,6.23
3071,Special,1,PG-13 - Teens 13 or older,Spring,6.78
3072,Special,26,PG - Children,Summer,7.2
3073,TV,47,G - All Ages,Winter,6.91
3074,Movie,1,R+ - Mild Nudity,Fall,6.47
3076,TV,21,PG - Children,Fall,6.97
3080,OVA,5,G - All Ages,Fall,5.63
3082,TV,13,PG-13 - Teens 13 or older,Winter,6.85
3083,TV,12,R+ - Mild Nudity,Spring,6.46
3084,TV,48,G - All Ages,Winter,6.87
3085,Music,1,PG-13 - Teens 13 or older,Winter,5.98
3086,Music,1,PG-13 - Teens 13 or older,Spring,6.17
3087,Movie,7,R+ - Mild Nudity,Summer,7.21
3088,OVA,1,R - 17+ (violence & profanity),Spring,6.0
3089,OVA,1,R - 17+ (violence & profanity),Summer,5.28
3090,OVA,1,PG - Children,Summer,6.16
3091,OVA,2,G - All Ages,Fall,5.13
3092,TV,12,G - All Ages,Winter,6.333333333333333
3093,OVA,6,PG-13 - Teens 13 or older,Winter,7.59
3098,Movie,1,R+ - Mild Nudity,Winter,6.37
3099,Music,1,R - 17+ (violence & profanity),Winter,5.96
3107,OVA,2,Rx - Hentai,Summer,5.57
3110,OVA,2,Rx - Hentai,Winter,6.66
3111,OVA,3,Rx - Hentai,Winter,6.16
3118,Special,1,PG-13 - Teens 13 or older,Fall,6.63
3120,TV,26,PG-13 - Teens 13 or older,Spring,7.35
3121,TV,61,G - All Ages,Spring,6.45
3127,OVA,12,Rx - Hentai,Winter,7.42
3129,TV,52,PG - Children,Spring,6.89
3136,TV,30,PG-13 - Teens 13 or older,Summer,7.2
3137,OVA,4,Rx - Hentai,Spring,5.64
3138,Special,1,G - All Ages,Winter,6.51
3139,TV,34,PG - Children,Winter,6.31
3140,TV,25,PG-13 - Teens 13 or older,Spring,7.92
3141,TV,40,G - All Ages,Winter,5.245283018867925
3142,OVA,2,PG-13 - Teens 13 or older,Fall,6.94
3144,TV,49,PG - Children,Winter,6.14
3145,TV,26,PG-13 - Teens 13 or older,Spring,7.28
3147,TV,51,PG-13 - Teens 13 or older,Spring,6.79
3150,OVA,1,Rx - Hentai,Summer,6.12
3155,TV,51,PG-13 - Teens 13 or older,Spring,7.88
3156,OVA,3,R+ - Mild Nudity,Spring,7.22
3157,TV,26,PG-13 - Teens 13 or older,Spring,7.2
3159,OVA,1,PG-13 - Teens 13 or older,Spring,5.43
3160,OVA,1,PG-13 - Teens 13 or older,Fall,5.45
3161,OVA,2,R+ - Mild Nudity,Spring,5.96
3162,OVA,3,R - 17+ (violence & profanity),Spring,5.97
3163,Movie,1,PG-13 - Teens 13 or older,Winter,6.63
3164,Movie,1,R - 17+ (violence & profanity),Winter,7.71
3165,TV,13,PG-13 - Teens 13 or older,Summer,7.84
3166,OVA,2,PG-13 - Teens 13 or older,Summer,5.25
3167,TV,52,PG-13 - Teens 13 or older,Spring,6.42
3168,TV,12,PG-13 - Teens 13 or older,Spring,7.48
3169,TV,13,PG-13 - Teens 13 or older,Summer,7.09
3170,TV,13,PG-13 - Teens 13 or older,Spring,6.85
3171,TV,12,R+ - Mild Nudity,Spring,7.03
3172,Special,4,G - All Ages,Fall,6.76
3174,Special,14,PG-13 - Teens 13 or older,Winter,6.85
3177,OVA,1,R+ - Mild Nudity,Fall,5.57
3178,OVA,4,PG-13 - Teens 13 or older,Spring,7.46
3179,TV,13,PG-13 - Teens 13 or older,Spring,7.23
3181,TV,25,G - All Ages,Fall,5.471074380165289
3185,OVA,2,Rx - Hentai,Fall,6.73
3186,TV,52,G - All Ages,Spring,6.18
3187,TV,52,PG - Children,Winter,7.06
3190,OVA,3,PG - Children,Spring,6.58
3191,Music,4,R+ - Mild Nudity,Winter,6.07
3198,OVA,5,PG-13 - Teens 13 or older,Winter,7.44
3199,TV,24,R - 17+ (violence & profanity),Fall,6.95
3200,TV,12,R+ - Mild Nudity,Fall,6.97
3201,TV,26,PG-13 - Teens 13 or older,Spring,7.29
3202,TV,24,PG-13 - Teens 13 or older,Spring,6.99
3203,Movie,1,G - All Ages,Winter,6.39
3204,TV,25,G - All Ages,Spring,6.29
3205,OVA,1,R - 17+ (violence & profanity),Spring,5.34
3206,OVA,28,R - 17+ (violence & profanity),Fall,8.08
3207,TV,12,R+ - Mild Nudity,Summer,7.0
3208,TV,26,PG-13 - Teens 13 or older,Summer,6.64
3210,TV,25,PG-13 - Teens 13 or older,Fall,7.1
3212,TV,50,G - All Ages,Spring,6.88
3213,TV,22,PG-13 - Teens 13 or older,Spring,7.57
3214,Special,1,PG-13 - Teens 13 or older,Winter,7.44
3215,Special,1,PG-13 - Teens 13 or older,Summer,5.78
3216,TV,47,PG-13 - Teens 13 or older,Summer,6.32
3219,OVA,2,Rx - Hentai,Spring,5.8
3222,Music,1,G - All Ages,Fall,5.66
3226,TV,29,G - All Ages,Fall,6.96
3227,TV,48,G - All Ages,Winter,7.12
3229,TV,12,R+ - Mild Nudity,Spring,8.17
3230,OVA,12,R - 17+ (violence & profanity),Summer,8.14
3232,OVA,3,Rx - Hentai,Fall,5.4
3233,OVA,2,Rx - Hentai,Spring,5.98
3235,TV,11,PG-13 - Teens 13 or older,Winter,6.9
3237,TV,12,PG-13 - Teens 13 or older,Summer,7.4
3238,TV,26,R - 17+ (violence & profanity),Fall,7.65
3243,Movie,1,PG - Children,Winter,7.1
3246,TV,25,PG-13 - Teens 13 or older,Spring,7.53
3247,OVA,3,PG-13 - Teens 13 or older,Fall,6.95
3248,OVA,6,PG-13 - Teens 13 or older,Summer,6.46
3249,TV,30,G - All Ages,Spring,5.97
3251,TV,13,PG-13 - Teens 13 or older,Fall,7.11
3254,Movie,1,G - All Ages,Spring,6.94
3255,OVA,2,Rx - Hentai,Fall,6.35
3256,TV,13,PG-13 - Teens 13 or older,Winter,7.82
3257,Movie,1,PG - Children,Winter,6.82
3258,Movie,1,PG - Children,Winter,6.9
3259,TV,50,G - All Ages,Spring,6.91
3261,Movie,1,G - All Ages,Winter,6.3
3262,Movie,1,PG - Children,Winter,6.17
3263,OVA,1,PG-13 - Teens 13 or older,Winter,5.91
3264,Movie,1,G - All Ages,Winter,6.75
3265,TV,26,G - All Ages,Fall,6.73
3266,OVA,1,PG-13 - Teens 13 or older,Summer,6.05
3267,Movie,1,PG-13 - Teens 13 or older,Fall,5.85
3268,OVA,3,PG-13 - Teens 13 or older,Fall,5.75
3269,TV,39,G - All Ages,Fall,6.8
3270,TV,13,G - All Ages,Summer,6.13
3271,TV,13,G - All Ages,Winter,5.936708860759493
3272,OVA,5,Rx - Hentai,Fall,6.99
3274,TV,50,G - All Ages,Spring,6.52
3275,OVA,2,PG-13 - Teens 13 or older,Summer,5.86
3276,Movie,1,R - 17+ (violence & profanity),Fall,7.84
3277,Movie,1,R+ - Mild Nudity,Winter,8.07
3278,Movie,1,PG-13 - Teens 13 or older,Summer,8.35
3279,Movie,1,PG-13 - Teens 13 or older,Fall,7.59
3281,OVA,1,PG-13 - Teens 13 or older,Spring,5.99
3282,Special,1,R+ - Mild Nudity,Winter,7.31
3286,TV,44,PG-13 - Teens 13 or older,Fall,6.47
3287,Special,1,R - 17+ (violence & profanity),Summer,3.81
3288,OVA,2,Rx - Hentai,Fall,6.19
3289,OVA,2,PG-13 - Teens 13 or older,Summer,6.0
3290,TV,69,G - All Ages,Fall,6.48
3291,TV,20,PG-13 - Teens 13 or older,Spring,6.78
3292,TV,36,G - All Ages,Fall,6.01
3293,TV,52,G - All Ages,Spring,6.65
3294,TV,26,G - All Ages,Winter,6.38
3297,OVA,1,G - All Ages,Fall,5.91
3298,OVA,1,PG-13 - Teens 13 or older,Spring,4.31
3302,Music,1,G - All Ages,Spring,5.7
3303,Music,1,G - All Ages,Spring,5.59
3304,TV,26,G - All Ages,Fall,6.193548387096774
3305,TV,26,G - All Ages,Fall,6.43
3309,TV,28,PG-13 - Teens 13 or older,Fall,6.52
3310,Special,1,G - All Ages,Spring,5.8
3311,Movie,1,PG-13 - Teens 13 or older,Summer,6.82
3314,TV,26,G - All Ages,Spring,6.06
3315,TV,26,G - All Ages,Spring,6.58
3316,TV,52,G - All Ages,Spring,6.73
3317,TV,45,G - All Ages,Spring,6.91
3318,TV,61,G - All Ages,Fall,6.18
3319,TV,44,G - All Ages,Spring,6.39
3321,TV,104,G - All Ages,Spring,7.7
3322,Movie,1,G - All Ages,Winter,6.41
3323,Movie,1,G - All Ages,Summer,5.53
3324,TV,26,G - All Ages,Fall,5.828571428571428
3325,TV,39,G - All Ages,Spring,6.08
3326,TV,26,PG-13 - Teens 13 or older,Spring,5.244186046511628
3327,Movie,1,PG - Children,Winter,6.65
3328,Movie,1,PG-13 - Teens 13 or older,Winter,7.51
3331,OVA,4,PG-13 - Teens 13 or older,Fall,6.8
3332,TV,91,G - All Ages,Spring,6.42
3333,TV,26,R+ - Mild Nudity,Spring,7.32
3334,Special,5,PG-13 - Teens 13 or older,Winter,7.29
3335,Special,8,G - All Ages,Spring,5.83
3337,Movie,1,G - All Ages,Spring,6.42
3339,TV,100,G - All Ages,Fall,6.37037037037037
3342,TV,52,PG-13 - Teens 13 or older,Spring,6.46
3343,TV,88,G - All Ages,Fall,6.39
3344,TV,26,G - All Ages,Winter,6.28
3345,TV,26,G - All Ages,Fall,6.26
3346,TV,49,G - All Ages,Winter,6.36
3347,TV,13,G - All Ages,Spring,5.73
3349,TV,45,G - All Ages,Spring,6.12
3353,TV,26,G - All Ages,Spring,6.105263157894737
3355,Special,1,G - All Ages,Winter,7.27
3357,OVA,1,R+ - Mild Nudity,Fall,5.98
3362,TV,52,PG-13 - Teens 13 or older,Spring,6.33
3363,Special,3,R - 17+ (violence & profanity),Winter,8.15
3365,Movie,1,PG - Children,Winter,6.27
3366,OVA,1,PG-13 - Teens 13 or older,Summer,6.11
3367,TV,52,PG-13 - Teens 13 or older,Spring,7.94
3369,TV,75,G - All Ages,Fall,6.025210084033613
3370,OVA,1,Rx - Hentai,Spring,4.81
3371,OVA,2,Rx - Hentai,Spring,5.98
3373,OVA,4,R - 17+ (violence & profanity),Summer,6.24
3375,TV,61,G - All Ages,Fall,6.52
3378,OVA,3,Rx - Hentai,Fall,7.31
3379,OVA,2,Rx - Hentai,Summer,6.82
3384,TV,25,R - 17+ (violence & profanity),Fall,8.11
3387,OVA,1,PG-13 - Teens 13 or older,Spring,7.65
3388,TV,39,PG-13 - Teens 13 or older,Fall,6.25
3390,TV,26,PG - Children,Spring,6.12
3391,TV,77,PG - Children,Spring,6.166666666666667
3392,OVA,4,Rx - Hentai,Winter,7.11
3393,OVA,2,Rx - Hentai,Fall,6.64
3394,OVA,2,Rx - Hentai,Spring,6.85
3395,OVA,2,Rx - Hentai,Winter,5.36
3398,Movie,1,PG-13 - Teens 13 or older,Spring,7.05
3399,TV,64,G - All Ages,Fall,6.29
3400,OVA,3,R+ - Mild Nudity,Summer,6.66
3403,OVA,2,R - 17+ (violence & profanity),Spring,6.47
3405,Special,1,G - All Ages,Spring,6.73
3406,Special,3,PG-13 - Teens 13 or older,Winter,7.21
3407,TV,13,PG-13 - Teens 13 or older,Fall,7.32
3409,ONA,13,PG - Children,Spring,6.15
3410,Movie,1,PG-13 - Teens 13 or older,Winter,6.51
3411,Movie,1,PG-13 - Teens 13 or older,Winter,6.64
3412,Special,1,G - All Ages,Winter,7.39
3414,TV,18,PG-13 - Teens 13 or older,Spring,6.1
3417,ONA,24,G - All Ages,Winter,5.638297872340425
3418,TV,13,PG-13 - Teens 13 or older,Summer,7.46
3426,OVA,1,R+ - Mild Nudity,Spring,6.27
3427,Movie,1,G - All Ages,Spring,5.73
3428,OVA,6,PG-13 - Teens 13 or older,Fall,6.77
3433,OVA,2,Rx - Hentai,Fall,6.12
3434,OVA,4,R - 17+ (violence & profanity),Fall,6.14
3437,OVA,2,Rx - Hentai,Winter,6.77
3439,Music,1,PG-13 - Teens 13 or older,Winter,5.83
3440,TV,50,G - All Ages,Fall,6.45
3441,OVA,3,PG-13 - Teens 13 or older,Fall,6.1
3442,OVA,2,PG-13 - Teens 13 or older,Summer,7.32
3443,OVA,1,Rx - Hentai,Summer,5.39
3444,TV,12,PG-13 - Teens 13 or older,Summer,7.06
3445,TV,16,G - All Ages,Spring,6.22
3448,Movie,1,PG - Children,Summer,6.93
3450,TV,13,PG-13 - Teens 13 or older,Summer,7.29
3451,Movie,1,PG-13 - Teens 13 or older,Summer,6.68
3452,OVA,1,PG-13 - Teens 13 or older,Winter,6.21
3454,Special,1,R - 17+ (violence & profanity),Spring,7.44
3455,TV,51,PG-13 - Teens 13 or older,Spring,7.34
3456,TV,50,R+ - Mild Nudity,Spring,7.54
3457,OVA,1,R+ - Mild Nudity,Summer,5.48
3458,TV,26,PG-13 - Teens 13 or older,Fall,6.07
3459,TV,26,G - All Ages,Winter,6.13
3460,TV,52,G - All Ages,Spring,6.69
3461,TV,51,G - All Ages,Spring,6.75
3462,TV,39,G - All Ages,Summer,6.65
3463,OVA,7,PG-13 - Teens 13 or older,Spring,8.01
3464,TV,26,G - All Ages,Spring,6.68
3465,TV,12,PG-13 - Teens 13 or older,Spring,7.1
3467,OVA,1,PG-13 - Teens 13 or older,Fall,5.57
3468,Special,1,PG-13 - Teens 13 or older,Summer,8.0
3469,TV,24,G - All Ages,Fall,7.4
3470,TV,23,G - All Ages,Fall,7.33
3471,TV,72,G - All Ages,Spring,7.16
3472,TV,12,R+ - Mild Nudity,Summer,7.13
3473,TV,26,PG-13 - Teens 13 or older,Fall,6.84
3474,TV,50,PG - Children,Fall,6.27
3475,TV,52,PG - Children,Fall,6.42
3478,Special,2,G - All Ages,Summer,7.09
3480,Special,1,PG - Children,Winter,6.53
3481,Special,1,PG-13 - Teens 13 or older,Fall,6.79
3483,TV,39,PG-13 - Teens 13 or older,Spring,7.81
3484,TV,13,PG-13 - Teens 13 or older,Summer,8.33
3485,Special,1,PG-13 - Teens 13 or older,Winter,7.01
3486,TV,26,PG-13 - Teens 13 or older,Spring,6.54
3489,TV,51,G - All Ages,Fall,6.84
3490,TV,22,R - 17+ (violence & profanity),Fall,7.85
3491,TV,52,G - All Ages,Summer,6.023809523809524
3493,OVA,6,PG-13 - Teens 13 or older,Summer,6.98
3497,OVA,1,PG-13 - Teens 13 or older,Fall,5.7
3500,OVA,1,PG-13 - Teens 13 or older,Winter,5.74
3502,Movie,1,PG-13 - Teens 13 or older,Spring,7.97
3503,Movie,1,PG-13 - Teens 13 or older,Summer,8.17
3505,TV,48,G - All Ages,Fall,6.3
3506,TV,52,PG - Children,Spring,7.2
3507,TV,43,PG-13 - Teens 13 or older,Spring,6.53
3509,Movie,1,G - All Ages,Fall,6.75
3513,ONA,24,G - All Ages,Winter,5.64
3515,TV,26,G - All Ages,Spring,6.42
3516,Special,1,PG-13 - Teens 13 or older,Winter,7.15
3521,OVA,1,PG-13 - Teens 13 or older,Summer,5.5
3522,TV,13,R - 17+ (violence & profanity),Summer,6.82
3523,TV,52,PG-13 - Teens 13 or older,Winter,6.46
3524,Movie,1,PG-13 - Teens 13 or older,Fall,8.17
3525,Special,1,PG-13 - Teens 13 or older,Spring,7.07
3527,Music,1,G - All Ages,Fall,5.79
3528,OVA,2,Rx - Hentai,Summer,5.4
3530,OVA,2,PG-13 - Teens 13 or older,Fall,7.88
3533,Special,7,PG-13 - Teens 13 or older,Winter,6.51
3534,OVA,1,PG-13 - Teens 13 or older,Fall,5.13
3535,ONA,26,PG-13 - Teens 13 or older,Summer,7.69
3537,TV,24,PG-13 - Teens 13 or older,Fall,8.96
3538,Special,1,R - 17+ (violence & profanity),Winter,7.57
3539,TV,50,PG-13 - Teens 13 or older,Spring,6.37
3540,TV,24,R - 17+ (violence & profanity),Winter,7.35
3542,OVA,3,PG-13 - Teens 13 or older,Summer,7.46
3543,TV,26,PG-13 - Teens 13 or older,Fall,7.4
3545,TV,25,PG - Children,Fall,7.04
3546,TV,25,PG-13 - Teens 13 or older,Spring,7.73
3547,OVA,3,R - 17+ (violence & profanity),Winter,7.11
3548,TV,12,R+ - Mild Nudity,Summer,6.78
3549,TV,51,PG - Children,Spring,6.56
3550,TV,46,PG-13 - Teens 13 or older,Fall,7.01
3551,TV,30,PG-13 - Teens 13 or older,Fall,6.32
3552,OVA,10,PG-13 - Teens 13 or older,Fall,7.11
3554,Special,2,PG - Children,Winter,6.91
3555,Special,1,PG-13 - Teens 13 or older,Summer,6.97
3557,TV,12,PG - Children,Summer,6.48
3558,Movie,1,PG-13 - Teens 13 or older,Fall,5.89
3559,TV,25,PG-13 - Teens 13 or older,Spring,6.33
3560,OVA,1,PG-13 - Teens 13 or older,Winter,6.1
3561,TV,13,R+ - Mild Nudity,Fall,6.98
3564,TV,25,PG-13 - Teens 13 or older,Fall,8.24
3565,OVA,3,PG-13 - Teens 13 or older,Fall,6.74
3566,TV,39,PG-13 - Teens 13 or older,Fall,6.68
3567,TV,39,PG-13 - Teens 13 or older,Summer,6.31
3569,Movie,1,PG-13 - Teens 13 or older,Spring,7.16
3570,Movie,1,PG - Children,Winter,4.89
3571,OVA,2,PG-13 - Teens 13 or older,Spring,5.39
3573,TV,12,R+ - Mild Nudity,Summer,6.76
3574,TV,12,R - 17+ (violence & profanity),Summer,5.93
3575,ONA,8,PG-13 - Teens 13 or older,Summer,4.88
3576,OVA,2,Rx - Hentai,Winter,6.48
3577,Movie,1,R - 17+ (violence & profanity),Spring,7.9
3578,Movie,1,R - 17+ (violence & profanity),Summer,8.56
3582,Movie,1,G - All Ages,Winter,6.59
3584,OVA,1,R - 17+ (violence & profanity),Winter,7.4
3588,OVA,1,PG-13 - Teens 13 or older,Spring,6.62
3589,TV,100,G - All Ages,Spring,5.88
3591,TV,26,PG - Children,Spring,6.84
3592,TV,23,PG-13 - Teens 13 or older,Spring,6.4
3597,OVA,2,Rx - Hentai,Winter,5.79
3600,OVA,2,Rx - Hentai,Spring,7.1
3602,Special,6,PG-13 - Teens 13 or older,Winter,6.5
3603,TV,13,G - All Ages,Spring,6.68
3609,TV,91,PG - Children,Summer,7.23
3612,TV,14,PG-13 - Teens 13 or older,Spring,7.23
3630,TV,47,PG-13 - Teens 13 or older,Spring,6.64
3631,TV,13,PG-13 - Teens 13 or older,Summer,6.98
3632,TV,12,PG-13 - Teens 13 or older,Spring,7.46
3637,Special,2,R+ - Mild Nudity,Fall,6.5
3638,TV,35,R - 17+ (violence & profanity),Winter,6.39
3639,Movie,1,PG-13 - Teens 13 or older,Summer,7.29
3640,TV,26,PG-13 - Teens 13 or older,Spring,6.46
3642,TV,52,PG-13 - Teens 13 or older,Spring,6.19
3644,Movie,1,PG-13 - Teens 13 or older,Spring,7.82
3645,Special,11,PG-13 - Teens 13 or older,Spring,6.55
3646,OVA,2,R+ - Mild Nudity,Summer,6.12
3648,Special,1,PG-13 - Teens 13 or older,Fall,7.72
